gbifID;publisher;datasetID;datasetName;decimalLatitude;decimalLongitude;scientificName;publisher;coordinatePrecision;coordinateUncertaintyInMeters;datasetID;datasetName;decimalLatitude;decimalLongitude;geodeticDatum;scientificName
617340357;;;;36.86;-3.67;Anthyllis cytisoides L.;;;10000;;;36.86;-3.67;;Anthyllis cytisoides L.
616915653;;;;37.13;-3.56;Anthyllis cytisoides L.;;;10000;;;37.13;-3.56;;Anthyllis cytisoides L.
616986141;;;;39.08;-0.34;Anthyllis cytisoides L.;;;10000;;;39.08;-0.34;;Anthyllis cytisoides L.
616987887;;;;38.72;0.12;Anthyllis cytisoides L.;;;10000;;;38.72;0.12;;Anthyllis cytisoides L.
616994157;;;;39.47;2.53;Anthyllis cytisoides L.;;;10000;;;39.47;2.53;;Anthyllis cytisoides L.
617004420;;;;42.18;3.12;Anthyllis cytisoides L.;;;10000;;;42.18;3.12;;Anthyllis cytisoides L.
617015967;;;;38.37;-0.48;Anthyllis cytisoides L.;;;10000;;;38.37;-0.48;;Anthyllis cytisoides L.
617016498;;;;37.22;-2.09;Anthyllis cytisoides L.;;;10000;;;37.22;-2.09;;Anthyllis cytisoides L.
617019273;;;;38.45;-0.13;Anthyllis cytisoides L.;;;10000;;;38.45;-0.13;;Anthyllis cytisoides L.
616477380;;;;40.89;0.38;Anthyllis cytisoides L.;;;10000;;;40.89;0.38;;Anthyllis cytisoides L.
616479618;;;;40.89;0.38;Anthyllis cytisoides L.;;;10000;;;40.89;0.38;;Anthyllis cytisoides L.
616480407;;;;40.89;0.38;Anthyllis cytisoides L.;;;10000;;;40.89;0.38;;Anthyllis cytisoides L.
617152062;;;;37.76;-3.9;Anthyllis cytisoides L.;;;10000;;;37.76;-3.9;;Anthyllis cytisoides L.
617153805;;;;37.76;-3.79;Anthyllis cytisoides L.;;;10000;;;37.76;-3.79;;Anthyllis cytisoides L.
616891986;;;;37.13;-3.56;Anthyllis cytisoides L.;;;10000;;;37.13;-3.56;;Anthyllis cytisoides L.
616899351;;;;40.26;0.41;Anthyllis cytisoides L.;;;10000;;;40.26;0.41;;Anthyllis cytisoides L.
616899582;;;;39.99;-0.54;Anthyllis cytisoides L.;;;10000;;;39.99;-0.54;;Anthyllis cytisoides L.
616506909;;;;40.89;0.38;Anthyllis cytisoides L.;;;10000;;;40.89;0.38;;Anthyllis cytisoides L.
188077614;;;;39.31947;-0.62208;Anthyllis cytisoides L.;;;7071;;;39.31947326;-0.62208002;;Anthyllis cytisoides
187890144;;;;39.14791;-1.09068;Anthyllis cytisoides L.;;;7071;;;39.14791107;-1.09068298;;Anthyllis cytisoides
187890276;;;;39.04938;-0.63117;Anthyllis cytisoides L.;;;7071;;;39.04938125;-0.631168;;Anthyllis cytisoides
187890306;;;;39.23797;-1.08824;Anthyllis cytisoides L.;;;7071;;;39.23796844;-1.088243;;Anthyllis cytisoides
187890339;;;;39.14791;-1.09068;Anthyllis cytisoides L.;;;7071;;;39.14791107;-1.09068298;;Anthyllis cytisoides
187890342;;;;39.14791;-1.09068;Anthyllis cytisoides L.;;;7071;;;39.14791107;-1.09068298;;Anthyllis cytisoides
187890375;;;;39.23601;-0.97245;Anthyllis cytisoides L.;;;7071;;;39.2360115;-0.97244501;;Anthyllis cytisoides
187890405;;;;38.41911;-0.6519;Anthyllis cytisoides L.;;;7071;;;38.41910934;-0.651905;;Anthyllis cytisoides
187890438;;;;38.5068;-0.53439;Anthyllis cytisoides L.;;;7071;;;38.50679779;-0.53439497;;Anthyllis cytisoides
187890441;;;;38.59683;-0.53132;Anthyllis cytisoides L.;;;7071;;;38.59682846;-0.53131598;;Anthyllis cytisoides
187890474;;;;38.59435;-0.4166;Anthyllis cytisoides L.;;;7071;;;38.59435272;-0.416599;;Anthyllis cytisoides
187890504;;;;38.58625;-0.07254;Anthyllis cytisoides L.;;;7071;;;38.58624649;-0.072539;;Anthyllis cytisoides
187890537;;;;39.49953;-0.61595;Anthyllis cytisoides L.;;;7071;;;39.49952697;-0.61595302;;Anthyllis cytisoides
187890540;;;;39.49953;-0.61595;Anthyllis cytisoides L.;;;7071;;;39.49952697;-0.61595302;;Anthyllis cytisoides
187890573;;;;39.67454;-0.3768;Anthyllis cytisoides L.;;;7071;;;39.67454147;-0.376798;;Anthyllis cytisoides
187890603;;;;39.76713;-0.49001;Anthyllis cytisoides L.;;;7071;;;39.76712799;-0.49001398;;Anthyllis cytisoides
187890636;;;;39.76455;-0.37338;Anthyllis cytisoides L.;;;7071;;;39.76454544;-0.37338298;;Anthyllis cytisoides
187890669;;;;39.94183;-0.24959;Anthyllis cytisoides L.;;;7071;;;39.94183349;-0.24958799;;Anthyllis cytisoides
187890672;;;;39.94183;-0.24959;Anthyllis cytisoides L.;;;7071;;;39.94183349;-0.24958799;;Anthyllis cytisoides
187890702;;;;40.20619;0.03134;Anthyllis cytisoides L.;;;7071;;;40.20619201;0.03133799;;Anthyllis cytisoides
187890735;;;;40.20894;0.12133;Anthyllis cytisoides L.;;;7071;;;40.20894241;0.121334;;Anthyllis cytisoides
187890768;;;;40.20894;0.12133;Anthyllis cytisoides L.;;;7071;;;40.20894241;0.121334;;Anthyllis cytisoides
187890771;;;;40.20894;0.12133;Anthyllis cytisoides L.;;;7071;;;40.20894241;0.121334;;Anthyllis cytisoides
187890801;;;;40.0262;-0.03521;Anthyllis cytisoides L.;;;7071;;;40.02619934;-0.035206;;Anthyllis cytisoides
187890834;;;;39.5962;-0.96198;Anthyllis cytisoides L.;;;7071;;;39.59620285;-0.96197998;;Anthyllis cytisoides
187890867;;;;39.5941;-0.8456;Anthyllis cytisoides L.;;;7071;;;39.59410095;-0.84559702;;Anthyllis cytisoides
187890870;;;;39.68414;-0.8428;Anthyllis cytisoides L.;;;7071;;;39.68413925;-0.84280002;;Anthyllis cytisoides
187890900;;;;39.68192;-0.72628;Anthyllis cytisoides L.;;;7071;;;39.68191528;-0.72627902;;Anthyllis cytisoides
187891068;;;;38.24536;-1.00028;Anthyllis cytisoides L.;;;7071;;;38.24535751;-1.00027596;;Anthyllis cytisoides
187891071;;;;38.24536;-1.00028;Anthyllis cytisoides L.;;;7071;;;38.24535751;-1.00027596;;Anthyllis cytisoides
187891101;;;;38.41911;-0.6519;Anthyllis cytisoides L.;;;7071;;;38.41910934;-0.651905;;Anthyllis cytisoides
187891134;;;;38.41676;-0.53746;Anthyllis cytisoides L.;;;7071;;;38.41675949;-0.53746002;;Anthyllis cytisoides
187891167;;;;38.5068;-0.53439;Anthyllis cytisoides L.;;;7071;;;38.50679779;-0.53439497;;Anthyllis cytisoides
187891170;;;;38.5068;-0.53439;Anthyllis cytisoides L.;;;7071;;;38.50679779;-0.53439497;;Anthyllis cytisoides
187891200;;;;38.59435;-0.4166;Anthyllis cytisoides L.;;;7071;;;38.59435272;-0.416599;;Anthyllis cytisoides
187891233;;;;38.59435;-0.4166;Anthyllis cytisoides L.;;;7071;;;38.59435272;-0.416599;;Anthyllis cytisoides
187891266;;;;38.59435;-0.4166;Anthyllis cytisoides L.;;;7071;;;38.59435272;-0.416599;;Anthyllis cytisoides
187891299;;;;38.50174;-0.30526;Anthyllis cytisoides L.;;;7071;;;38.50174331;-0.30526098;;Anthyllis cytisoides
187891329;;;;38.58625;-0.07254;Anthyllis cytisoides L.;;;7071;;;38.58624649;-0.072539;;Anthyllis cytisoides
187891332;;;;38.67624;-0.06887;Anthyllis cytisoides L.;;;7071;;;38.67624282;-0.068873;;Anthyllis cytisoides
187891365;;;;38.06323;-0.89127;Anthyllis cytisoides L.;;;7071;;;38.0632286;-0.89127099;;Anthyllis cytisoides
187891398;;;;39.5871;-0.49653;Anthyllis cytisoides L.;;;7071;;;39.58710098;-0.496526;;Anthyllis cytisoides
187891428;;;;38.51353;-0.8782;Anthyllis cytisoides L.;;;7071;;;38.51353454;-0.878196;;Anthyllis cytisoides
187891431;;;;39.67454;-0.3768;Anthyllis cytisoides L.;;;7071;;;39.67454147;-0.376798;;Anthyllis cytisoides
187891464;;;;38.42347;-0.88083;Anthyllis cytisoides L.;;;7071;;;38.42347335;-0.88083499;;Anthyllis cytisoides
187891497;;;;39.85714;-0.48674;Anthyllis cytisoides L.;;;7071;;;39.85713958;-0.48673599;;Anthyllis cytisoides
187891527;;;;38.42135;-0.76636;Anthyllis cytisoides L.;;;7071;;;38.42134857;-0.76636397;;Anthyllis cytisoides
187891530;;;;37.97107;-0.78008;Anthyllis cytisoides L.;;;7071;;;37.97107315;-0.780083;;Anthyllis cytisoides
187891563;;;;38.24335;-0.88608;Anthyllis cytisoides L.;;;7071;;;38.24335479;-0.88607597;;Anthyllis cytisoides
187891596;;;;38.51353;-0.8782;Anthyllis cytisoides L.;;;7071;;;38.51353454;-0.878196;;Anthyllis cytisoides
187891626;;;;38.76907;0.18015;Anthyllis cytisoides L.;;;7071;;;38.76907348;0.180151;;Anthyllis cytisoides
187891659;;;;37.88101;-0.78279;Anthyllis cytisoides L.;;;7071;;;37.88101196;-0.78279;;Anthyllis cytisoides
187891662;;;;37.88101;-0.78279;Anthyllis cytisoides L.;;;7071;;;37.88101196;-0.78279;;Anthyllis cytisoides
187891695;;;;39.32988;-1.20175;Anthyllis cytisoides L.;;;7071;;;39.32987594;-1.20175004;;Anthyllis cytisoides
187891725;;;;39.23797;-1.08824;Anthyllis cytisoides L.;;;7071;;;39.23796844;-1.088243;;Anthyllis cytisoides
187891758;;;;39.5941;-0.8456;Anthyllis cytisoides L.;;;7071;;;39.59410095;-0.84559702;;Anthyllis cytisoides
187891761;;;;39.5941;-0.8456;Anthyllis cytisoides L.;;;7071;;;39.59410095;-0.84559702;;Anthyllis cytisoides
187891794;;;;39.59188;-0.72923;Anthyllis cytisoides L.;;;7071;;;39.59188461;-0.72922599;;Anthyllis cytisoides
187891824;;;;39.68192;-0.72628;Anthyllis cytisoides L.;;;7071;;;39.68191528;-0.72627902;;Anthyllis cytisoides
187891857;;;;39.68192;-0.72628;Anthyllis cytisoides L.;;;7071;;;39.68191528;-0.72627902;;Anthyllis cytisoides
187891860;;;;39.68192;-0.72628;Anthyllis cytisoides L.;;;7071;;;39.68191528;-0.72627902;;Anthyllis cytisoides
187891893;;;;39.59188;-0.72923;Anthyllis cytisoides L.;;;7071;;;39.59188461;-0.72922599;;Anthyllis cytisoides
187892025;;;;39.67454;-0.3768;Anthyllis cytisoides L.;;;7071;;;39.67454147;-0.376798;;Anthyllis cytisoides
187892223;;;;39.94715;-0.48344;Anthyllis cytisoides L.;;;7071;;;39.94715118;-0.48344299;;Anthyllis cytisoides
187892256;;;;39.49953;-0.61595;Anthyllis cytisoides L.;;;7071;;;39.49952697;-0.61595302;;Anthyllis cytisoides
187892289;;;;39.76455;-0.37338;Anthyllis cytisoides L.;;;7071;;;39.76454544;-0.37338298;;Anthyllis cytisoides
187892292;;;;40.03183;-0.24597;Anthyllis cytisoides L.;;;7071;;;40.03182601;-0.245974;;Anthyllis cytisoides
187892388;;;;40.56884;0.10596;Anthyllis cytisoides L.;;;7071;;;40.56884384;0.105957;;Anthyllis cytisoides
187892391;;;;40.48717;0.46337;Anthyllis cytisoides L.;;;7071;;;40.48717498;0.46337398;;Anthyllis cytisoides
187892421;;;;40.03455;-0.36305;Anthyllis cytisoides L.;;;7071;;;40.03455352;-0.363047;;Anthyllis cytisoides
187892454;;;;39.76713;-0.49001;Anthyllis cytisoides L.;;;7071;;;39.76712799;-0.49001398;;Anthyllis cytisoides
204400723;;;;;;Anthyllis cytisoides L.;;;;;;;;;Anthyllis cytisoides L.
217758796;;;;36.1;-2.1;Anthyllis cytisoides L.;;120912;;;;;;;Anthyllis  cytisoides   L.
217762357;;;;41.1;2.1;Anthyllis cytisoides L.;;87569;;;;;;;Anthyllis  cytisoides   L.
214384983;;;;37.36;-1.78;Anthyllis cytisoides L.;;;;;;37.36000061;-1.779999971;;Anthyllis cytisoides L.
232610273;;;;36.87368;-3.47021;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610402;;;;36.8509;-4.28014;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610468;;;;37.17561;-3.53002;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610471;;;;37.01639;-4.52835;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610501;;;;36.56487;-4.89203;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610534;;;;37.31598;-2.18583;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610567;;;;36.85093;-3.95678;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610633;;;;37.49928;-2.0585;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610729;;;;36.9518;-2.22714;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610828;;;;36.88059;-2.14544;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610831;;;;37.21741;-2.11757;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610927;;;;36.94305;-3.05628;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610930;;;;37.52522;-2.16375;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610963;;;;37.20969;-2.09332;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232610996;;;;36.90441;-3.04779;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611032;;;;36.79399;-3.05428;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611065;;;;36.97871;-2.4539;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611128;;;;36.91755;-2.94107;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611131;;;;37.41421;-3.12728;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611230;;;;36.93068;-3.10881;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611296;;;;37.18076;-2.00356;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611461;;;;37.12464;-2.40203;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611557;;;;37.46777;-2.19729;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611560;;;;36.52973;-4.84981;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611593;;;;37.09884;-2.43572;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611623;;;;36.93073;-2.51884;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611656;;;;36.94821;-2.60335;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611689;;;;37.25834;-2.04393;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611692;;;;37.23169;-2.01877;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611719;;;;37.2113;-2.10097;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611722;;;;37.1969;-2.20128;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611755;;;;37.49831;-2.0998;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611788;;;;37.49712;-2.21299;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611791;;;;37.32219;-2.57391;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611818;;;;37.41959;-2.36067;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611821;;;;37.09922;-2.52422;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611854;;;;37.13635;-2.1492;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611917;;;;38.11373;-3.36099;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232611986;;;;37.48124;-4.24415;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232612019;;;;37.29759;-4.35806;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
232612022;;;;36.7426;-3.30005;Anthyllis cytisoides L.;;10;;;;;;;Anthyllis cytisoides
237617709;;837381f4-f762-11e1-a439-00145eb45e9a;Herbario EMMA. Herbario de la Escuela Técnica Superior de Ingenieros de Montes. UPM;;;Anthyllis cytisoides L.;;;;837381f4-f762-11e1-a439-00145eb45e9a;Herbario EMMA. Herbario de la Escuela Técnica Superior de Ingenieros de Montes. UPM;;;;Anthyllis cytisoides L.
237617712;;837381f4-f762-11e1-a439-00145eb45e9a;Herbario EMMA. Herbario de la Escuela Técnica Superior de Ingenieros de Montes. UPM;;;Anthyllis cytisoides L.;;;;837381f4-f762-11e1-a439-00145eb45e9a;Herbario EMMA. Herbario de la Escuela Técnica Superior de Ingenieros de Montes. UPM;;;;Anthyllis cytisoides L.
196092159;;;Dpto de Botánica, Ecología y Fisiología Vegetal (herbario_cofc).Facultad de Ciencias.Universidad de Córdoba;37.53;-4.53;Anthyllis cytisoides L.;;;7071;;Dpto de Botánica, Ecología y Fisiología Vegetal (herbario_cofc).Facultad de Ciencias.Universidad de Córdoba;37.52999878;-4.53000021;;Anthyllis cytisoides L.
196092162;;;Dpto de Botánica, Ecología y Fisiología Vegetal (herbario_cofc).Facultad de Ciencias.Universidad de Córdoba;37.35;-4.75;Anthyllis cytisoides L.;;;7071;;Dpto de Botánica, Ecología y Fisiología Vegetal (herbario_cofc).Facultad de Ciencias.Universidad de Córdoba;37.34999847;-4.75;;Anthyllis cytisoides L.
199458679;;;;36.74498;-4.01528;Anthyllis cytisoides L.;;;1300;;;36.74498;-4.01528;;Anthyllis cytisoides L.
199458976;;;;36.745;-4.36125;Anthyllis cytisoides L.;;;650;;;36.745;-4.36125;;Anthyllis cytisoides L.
211642741;;;;38.242;-1.623;Anthyllis cytisoides L.;;707;;;;;;;Anthyllis cytisoides L.
29577941;;;;40.12;0.12;Anthyllis cytisoides L.;;;7071;;;40.12;0.12;;Anthyllis cytisoides L.
30648302;;;;;;Anthyllis cytisoides L.;;;;;;;;;Anthyllis cytisoides L.
30847688;;;;36.58;-4.68;Anthyllis cytisoides L.;;7071;;;;;;;Anthyllis cytisoides L.
30950582;;;;38.32;-0.75;Anthyllis cytisoides L.;;0;;;;;;;Anthyllis cytisoides L.
30950780;;;;39.76;-0.93;Anthyllis cytisoides L.;;0;;;;;;;Anthyllis cytisoides L.
30951011;;;;38.35;-0.4;Anthyllis cytisoides L.;;0;;;;;;;Anthyllis cytisoides L.
30951572;;;;38.38;-0.71;Anthyllis cytisoides L.;;0;;;;;;;Anthyllis cytisoides L.
30931145;;;;37.85;-1.3;Anthyllis cytisoides L.;;0;;;;;;;Anthyllis cytisoides L.
332263678;;;;;;Anthyllis cytisoides L.;;;;;;;;;Anthyllis cytisoides L.
332263681;;;;;;Anthyllis cytisoides L.;;;;;;;;;Anthyllis cytisoides L.
30941144;;;;41.50293;2.33975;Anthyllis cytisoides L.;;5000;;;;;;;Anthyllis  cytisoides
31878113;;;;38.41426;-6.423;Anthyllis cytisoides L.;;;7071;;;38.41425705;-6.423003674;;Anthyllis cytisoides L.
142910957;;;;;;Anthyllis cytisoides L.;;;;;;;;;Anthyllis cytisoides L.
163961448;;;;;;Anthyllis cytisoides L.;;0;;;;;;;Anthyllis cytisoides L.
163961451;;;;;;Anthyllis cytisoides L.;;0;;;;;;;Anthyllis cytisoides L.
163961709;;;;;;Anthyllis cytisoides L.;;7071;;;;;;;Anthyllis cytisoides L.
163961712;;;;;;Anthyllis cytisoides L.;;0;;;;;;;Anthyllis cytisoides L.
163962144;;;;;;Anthyllis cytisoides L.;;0;;;;;;;Anthyllis cytisoides L.
163962702;;;;;;Anthyllis cytisoides L.;;0;;;;;;;Anthyllis cytisoides L.
1050656739;;;VIT Herbarium - Vascular Plants (The Natural History Museum of Alava);;;Anthyllis cytisoides L.;;;;;VIT Herbarium - Vascular Plants (The Natural History Museum of Alava);;;;Anthyllis cytisoides L.
728403859;;;;41.7844;2.5909;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728409871;;;;37.7753;-2.6821;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728411911;;;;37.3429;-2.7742;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728425444;;;;40.8605;-1.8373;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728444089;;;;38.4031;-2.0953;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728444713;;;;38.4183;-1.7858;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728445109;;;;38.3435;-1.5468;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728448049;;;;38.4816;-1.8077;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728475568;;;;42.5161;-0.1881;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728502730;;;;37.6676;-3.0227;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728557840;;;;40.7111;-3.6985;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728564440;;;;36.8506;-4.8731;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728580307;;;;38.5583;-0.4179;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728580475;;;;38.5462;-0.2807;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728580574;;;;38.5406;-0.43;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728581135;;;;38.6577;0.0467;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728581858;;;;38.4925;-0.2941;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728582062;;;;38.2434;-0.8861;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728583706;;;;38.6616;0.0235;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728585395;;;;38.5825;-0.2908;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728585854;;;;38.4929;-0.7412;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728586943;;;;38.3455;-1.7184;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728586976;;;;38.3365;-1.7185;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728588626;;;;38.2927;-1.8337;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728588893;;;;38.2274;-1.6291;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728588923;;;;38.2177;-1.5721;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728589319;;;;38.2587;-1.2742;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728589586;;;;38.3268;-1.0209;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728592157;;;;38.1561;-1.6989;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728593150;;;;38.1529;-1.4365;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728594203;;;;37.9752;-1.6452;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728595817;;;;37.9468;-0.9287;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728595952;;;;37.914;-1.123;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728596054;;;;37.8961;-1.1349;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728669152;;;;37.8802;-2.0676;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728671519;;;;37.4411;-2.48;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728674297;;;;37.072;-2.595;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728674561;;;;37.0954;-1.9873;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728675650;;;;37.5205;-2.1739;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728676112;;;;36.856;-2.7083;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728730856;;;;40.0893;-0.0208;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728737723;;;;40.1131;-0.665;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728750818;;;;39.6094;-0.7054;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728754094;;;;39.3383;-1.1667;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728755381;;;;39.2456;-1.0069;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728760097;;;;38.9392;-0.531;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728762998;;;;39.7136;-0.5153;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728764516;;;;39.3472;-1.1549;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728766400;;;;39.0037;-0.5981;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
728783296;;;;40.1822;-0.1342;Anthyllis cytisoides L.;;25;;;;;;;Anthyllis cytisoides L.
767252306;;;;36.78063;-2.09985;Anthyllis cytisoides L.;;250;;;;;;;Anthyllis cytisoides L.
767412131;;;;;;Anthyllis cytisoides L.;;;;;;;;;Anthyllis cytisoides L.
767414441;;;;;;Anthyllis cytisoides L.;;;;;;;;;Anthyllis cytisoides L.
767493242;;;;;;Anthyllis cytisoides L.;;;;;;;;;Anthyllis cytisoides (Lag.) Pau
617859406;;;;40.89;0.38;Anthyllis cytisoides L.;;;10000;;;40.89;0.38;;Anthyllis cytisoides L.
617896762;;;;39.99;-0.54;Anthyllis cytisoides L.;;;10000;;;39.99;-0.54;;Anthyllis cytisoides L.
617966917;;;;36.77;-3.11;Anthyllis cytisoides L.;;;10000;;;36.77;-3.11;;Anthyllis cytisoides L.
617972068;;;;36.47;-5.79;Anthyllis cytisoides L.;;;10000;;;36.47;-5.79;;Anthyllis cytisoides L.
618135129;;;;38.63;0.01;Anthyllis cytisoides L.;;;10000;;;38.63;0.01;;Anthyllis cytisoides L.
618136191;;;;38.28;-0.71;Anthyllis cytisoides L.;;;10000;;;38.28;-0.71;;Anthyllis cytisoides L.
618137181;;;;38.63;0.12;Anthyllis cytisoides L.;;;10000;;;38.63;0.12;;Anthyllis cytisoides L.
618206085;;;;37.76;-3.79;Anthyllis cytisoides L.;;;10000;;;37.76;-3.79;;Anthyllis cytisoides L.
618286962;;;;36.77;-4;Anthyllis cytisoides L.;;;10000;;;36.77;-4;;Anthyllis cytisoides L.
618372003;;;;37.04;-2.21;Anthyllis cytisoides L.;;;10000;;;37.04;-2.21;;Anthyllis cytisoides L.
618373686;;;;37.94;-3.79;Anthyllis cytisoides L.;;;10000;;;37.94;-3.79;;Anthyllis cytisoides L.
618442560;;;;38.63;0.01;Anthyllis cytisoides L.;;;10000;;;38.63;0.01;;Anthyllis cytisoides L.
618490503;;;;38.3;-2.08;Anthyllis cytisoides L.;;;10000;;;38.3;-2.08;;Anthyllis cytisoides L.
617626495;;;;38.37;-0.82;Anthyllis cytisoides L.;;;10000;;;38.37;-0.82;;Anthyllis cytisoides L.
617653981;;;;38.46;-0.7;Anthyllis cytisoides L.;;;10000;;;38.46;-0.7;;Anthyllis cytisoides L.
617663515;;;;37.58;-3.67;Anthyllis cytisoides L.;;;10000;;;37.58;-3.67;;Anthyllis cytisoides L.
