"Species","lon","lat"
"Anthyllis cytisoides",-2.24591,37.03243
"Anthyllis cytisoides",-5.33347,36.48756
"Anthyllis cytisoides",-2.02693,37.28799
"Anthyllis cytisoides",-4.44651,37.04487
"Anthyllis cytisoides",-2.18899,37.27413
"Anthyllis cytisoides",-2.30297,36.90865
"Anthyllis cytisoides",-3.07004,36.86511
"Anthyllis cytisoides",-3.58339,36.93315
"Anthyllis cytisoides",-3.38988,38.32237
"Anthyllis cytisoides",-2.61007,37.62668
"Anthyllis cytisoides",-1.90416,37.27957
"Anthyllis cytisoides",-3.70679,37.24963
"Anthyllis cytisoides",-2.18664,37.30283
"Anthyllis cytisoides",-2.14115,37.54712
"Anthyllis cytisoides",-3.65691,37.62353
"Anthyllis cytisoides",-4.11344,37.53613
"Anthyllis cytisoides",-3.81223,36.95819
"Anthyllis cytisoides",-0.93,38.37
"Anthyllis cytisoides",-0.61,38.43
"Anthyllis cytisoides",-4.67,36.58
"Anthyllis cytisoides",-1.75,37.58
"Anthyllis cytisoides",-1.27,38.56
"Anthyllis cytisoides",-1.7885,38.2561
"Anthyllis cytisoides",-1.044,38.3182
"Anthyllis cytisoides",-1.0559,38.3004
"Anthyllis cytisoides",-1.0115,38.2546
"Anthyllis cytisoides",-1.735,38.0483
"Anthyllis cytisoides",-2.0221,37.8798
"Anthyllis cytisoides",-1.6113,37.9568
"Anthyllis cytisoides",-1.7144,37.9219
"Anthyllis cytisoides",-1.0432,37.9217
"Anthyllis cytisoides",-8.0355,42.6997
"Anthyllis cytisoides",-2.1846,37.5836
"Anthyllis cytisoides",-2.5493,37.198
"Anthyllis cytisoides",-3.4819,36.7832
"Anthyllis cytisoides",-2.2438,38.4402
"Anthyllis cytisoides",-2.3018,38.3595
"Anthyllis cytisoides",-1.9794,38.5013
"Anthyllis cytisoides",-1.1431,39.356
"Anthyllis cytisoides",-1.0303,39.237
"Anthyllis cytisoides",-0.3088,39.9252
"Anthyllis cytisoides",-0.7245,39.7359
"Anthyllis cytisoides",-0.4981,39.5421
"Anthyllis cytisoides",2.3946,39.5765
"Anthyllis cytisoides",3.0696,39.2717
"Anthyllis cytisoides",-4.251,36.846
"Anthyllis cytisoides",-4.62,36.72
"Anthyllis cytisoides",-2.03787,37.33595
"Anthyllis cytisoides",-1.98711,37.41173
"Anthyllis cytisoides",-2.54791,37.01084
"Anthyllis cytisoides",-4.40574,37.06806
"Anthyllis cytisoides",-4.16419,37.19905
"Anthyllis cytisoides",-2.13121,36.88011
"Anthyllis cytisoides",-3.37935,36.88976
"Anthyllis cytisoides",-3.04794,36.93468
"Anthyllis cytisoides",-3.02002,36.78454
"Anthyllis cytisoides",-2.0349,37.17948
"Anthyllis cytisoides",-2.97705,37.72364
"Anthyllis cytisoides",-2.46134,37.02629
"Anthyllis cytisoides",-2.61307,36.94368
"Anthyllis cytisoides",-2.00979,37.22946
"Anthyllis cytisoides",-2.05008,37.59075
"Anthyllis cytisoides",-0.36,38.46
"Anthyllis cytisoides",-0.79,38.26
"Anthyllis cytisoides",-5.421,36.972
"Anthyllis cytisoides",-1.24,37.89
"Anthyllis cytisoides",2.79054,42.85884
"Anthyllis cytisoides",-0.2701,40.0144
"Anthyllis cytisoides",2.4065,39.5405
"Anthyllis cytisoides",3.0696,39.2807
"Anthyllis cytisoides",-4.5902,37.2693
"Anthyllis cytisoides",-1.7974,38.4094
"Anthyllis cytisoides",-0.2817,38.5192
"Anthyllis cytisoides",-0.9704,38.4971
"Anthyllis cytisoides",-0.3471,38.6108
"Anthyllis cytisoides",-1.3632,38.3681
"Anthyllis cytisoides",-1.719,38.3095
"Anthyllis cytisoides",-1.2509,38.2764
"Anthyllis cytisoides",-0.9772,38.254
"Anthyllis cytisoides",-1.5872,38.0286
"Anthyllis cytisoides",-1.4479,38.153
"Anthyllis cytisoides",-1.3684,38.1339
"Anthyllis cytisoides",-1.0968,38.0487
"Anthyllis cytisoides",-1.088,37.9494
"Anthyllis cytisoides",-2.3104,37.4492
"Anthyllis cytisoides",-2.3452,37.3503
"Anthyllis cytisoides",-2.4699,37.2698
"Anthyllis cytisoides",-2.303,37.0255
"Anthyllis cytisoides",-2.6854,36.9911
"Anthyllis cytisoides",1.0547,41.2463
"Anthyllis cytisoides",1.055,41.2373
"Anthyllis cytisoides",-0.8028,40.2059
"Anthyllis cytisoides",-0.5094,39.5513
"Anthyllis cytisoides",-1.0062,39.2726
"Anthyllis cytisoides",-0.2854,39.9247
"Anthyllis cytisoides",-0.4602,38.9827
"Anthyllis cytisoides",-0.274,39.9154
"Anthyllis cytisoides",-1.0379,39.7957
"Anthyllis cytisoides",-0.4138,39.6213
"Anthyllis cytisoides",-3,37.49
"Anthyllis cytisoides",-0.3,39.98
"Anthyllis cytisoides",-0.78,39.63
"Anthyllis cytisoides",-1.03,39.19
"Anthyllis cytisoides",-0.79,39.12
"Anthyllis cytisoides",-3.669,38.311
"Anthyllis cytisoides",-1.97292,37.04187
"Anthyllis cytisoides",-1.90964,37.5068
"Anthyllis cytisoides",-2.19022,37.45365
"Anthyllis cytisoides",-2.01171,37.48562
"Anthyllis cytisoides",-2.06423,37.58908
"Anthyllis cytisoides",-2.76168,37.13597
"Anthyllis cytisoides",-3.05507,36.83356
"Anthyllis cytisoides",-2.74763,37.44472
"Anthyllis cytisoides",-3.0023,36.82829
"Anthyllis cytisoides",-2.02009,37.0623
"Anthyllis cytisoides",-5.27174,36.45636
"Anthyllis cytisoides",-2.32819,37.39474
"Anthyllis cytisoides",-4.75071,36.99254
"Anthyllis cytisoides",-1.88822,37.38054
"Anthyllis cytisoides",-2.59284,37.33732
"Anthyllis cytisoides",-2.71895,36.85529
"Anthyllis cytisoides",-2.11485,37.14386
"Anthyllis cytisoides",-5.18,36.53
"Anthyllis cytisoides",-1.6496,38.3538
"Anthyllis cytisoides",-4.9602,36.75
"Anthyllis cytisoides",-3.09,37.51
"Anthyllis cytisoides",-0.22,38.69
"Anthyllis cytisoides",-1.85,38.3
"Anthyllis cytisoides",2.69445,42.85403
"Anthyllis cytisoides",-0.316,38.52
"Anthyllis cytisoides",-0.3855,38.5036
"Anthyllis cytisoides",-0.2938,38.5015
"Anthyllis cytisoides",-1.004,38.1103
"Anthyllis cytisoides",-1.8109,38.2834
"Anthyllis cytisoides",-1.6292,38.2183
"Anthyllis cytisoides",-1.2052,38.2757
"Anthyllis cytisoides",-1.1819,38.2934
"Anthyllis cytisoides",-1.3908,38.1522
"Anthyllis cytisoides",-1.4144,38.1165
"Anthyllis cytisoides",-1.2039,37.8612
"Anthyllis cytisoides",-1.0534,37.9669
"Anthyllis cytisoides",-2.1504,37.6014
"Anthyllis cytisoides",-1.9721,37.3837
"Anthyllis cytisoides",-2.6512,37.0902
"Anthyllis cytisoides",0.7773,40.98
"Anthyllis cytisoides",0.7907,40.9353
"Anthyllis cytisoides",-0.3538,39.9713
"Anthyllis cytisoides",-0.3314,39.9437
"Anthyllis cytisoides",-0.2535,39.8428
"Anthyllis cytisoides",-0.273,39.9424
"Anthyllis cytisoides",2.086,41.7455
"Anthyllis cytisoides",-4.92887,36.55855
"Anthyllis cytisoides",-3.53488,37.6409
"Anthyllis cytisoides",-5.37951,36.94597
"Anthyllis cytisoides",-2.22516,37.41884
"Anthyllis cytisoides",-2.20526,37.2551
"Anthyllis cytisoides",-3.02927,36.92716
"Anthyllis cytisoides",-3.754,37.67
"Anthyllis cytisoides",-2.533,37.131
"Anthyllis cytisoides",-4.88024,37.00749
"Anthyllis cytisoides",5.61636,43.18992
"Anthyllis cytisoides",2.71643,42.81701
"Anthyllis cytisoides",-2.0791,37.8713
"Anthyllis cytisoides",-2.082,37.6369
"Anthyllis cytisoides",-2.3785,37.4136
"Anthyllis cytisoides",-2.3708,36.9809
"Anthyllis cytisoides",-2.7084,36.8379
"Anthyllis cytisoides",1.0913,41.2199
"Anthyllis cytisoides",1.0791,41.2287
"Anthyllis cytisoides",-0.7155,39.6547
"Anthyllis cytisoides",-0.7397,39.6281
"Anthyllis cytisoides",-1.0873,39.274
"Anthyllis cytisoides",-1.0786,39.1657
"Anthyllis cytisoides",-1.2015,39.3389
"Anthyllis cytisoides",-0.3999,39.0535
"Anthyllis cytisoides",2.3596,39.5853
"Anthyllis cytisoides",2.8076,41.7489
"Anthyllis cytisoides",-4.2502,37.1652
"Anthyllis cytisoides",-3.5387,36.8912
"Anthyllis cytisoides",-2.076,40.7546
"Anthyllis cytisoides",-1.7864,38.3823
"Anthyllis cytisoides",-4.877,36.5531
"Anthyllis cytisoides",-0.222,38.5809
"Anthyllis cytisoides",-0.3959,38.5308
"Anthyllis cytisoides",-0.223,38.5539
"Anthyllis cytisoides",-1.7414,38.3368
"Anthyllis cytisoides",-1.7884,38.2652
"Anthyllis cytisoides",-1.6403,38.2365
"Anthyllis cytisoides",-1.2397,38.2672
"Anthyllis cytisoides",-1.2513,38.2584
"Anthyllis cytisoides",-0.9886,38.2542
"Anthyllis cytisoides",-1.6992,38.138
"Anthyllis cytisoides",-1.8263,38.0402
"Anthyllis cytisoides",-1.7351,38.0393
"Anthyllis cytisoides",-1.3178,37.8538
"Anthyllis cytisoides",-1.9684,37.654
"Anthyllis cytisoides",-2.1,36.95
"Anthyllis cytisoides",0.06,40.07
"Anthyllis cytisoides",-2.21,36.86
"Anthyllis cytisoides",-1.29,38.02
"Anthyllis cytisoides",-4.79142,36.63741
"Anthyllis cytisoides",-2.04973,37.30508
"Anthyllis cytisoides",-3.05594,36.89368
"Anthyllis cytisoides",-2.78618,37.7046
"Anthyllis cytisoides",-3.03595,37.74225
"Anthyllis cytisoides",-5.51652,36.97838
"Anthyllis cytisoides",-5.16685,37.13376
"Anthyllis cytisoides",-2.2516,37.26786
"Anthyllis cytisoides",-3.70589,36.98591
"Anthyllis cytisoides",0.027,40.077
"Anthyllis cytisoides",-0.02939,40.29618
"Anthyllis cytisoides",-2.04,37.09
"Anthyllis cytisoides",-4.62784,36.62646
"Anthyllis cytisoides",-4.68234,36.6207
"Anthyllis cytisoides",-1.66,38.67
"Anthyllis cytisoides",-2.3226,37.3502
"Anthyllis cytisoides",1.0087,41.1914
"Anthyllis cytisoides",-0.2456,40.0408
"Anthyllis cytisoides",0.7789,40.935
"Anthyllis cytisoides",-0.6175,40.1301
"Anthyllis cytisoides",-1.029,39.6965
"Anthyllis cytisoides",-0.7573,39.0789
"Anthyllis cytisoides",-0.2298,39.8513
"Anthyllis cytisoides",-0.2419,39.8426
"Anthyllis cytisoides",2.3828,39.5854
"Anthyllis cytisoides",-8.6062,43.1893
"Anthyllis cytisoides",-1.899,38.5096
"Anthyllis cytisoides",-1.5989,38.6055
"Anthyllis cytisoides",-1.9581,38.3839
"Anthyllis cytisoides",-1.4772,38.3877
"Anthyllis cytisoides",-1.8078,38.4726
"Anthyllis cytisoides",-0.335,38.6286
"Anthyllis cytisoides",-0.15,38.6602
"Anthyllis cytisoides",-0.4517,38.5771
"Anthyllis cytisoides",-0.8377,38.3326
"Anthyllis cytisoides",-1.3055,38.3853
"Anthyllis cytisoides",-1.5756,38.0375
"Anthyllis cytisoides",-2.2262,37.9354
"Anthyllis cytisoides",-1.7387,37.8321
"Anthyllis cytisoides",-1.2002,38.0143
"Anthyllis cytisoides",0.40667,40.92611
"Anthyllis cytisoides",-2.43,36.86
"Anthyllis cytisoides",-1.16,38.56
"Anthyllis cytisoides",-4.45,36.76
"Anthyllis cytisoides",-2.77,37.4
"Anthyllis cytisoides",0.28,40.52
"Anthyllis cytisoides",-0.61,39.64
"Anthyllis cytisoides",-4.7875,36.62403
"Anthyllis cytisoides",-2.49,37.09
"Anthyllis cytisoides",-0.11751,40.29892
"Anthyllis cytisoides",-2.21545,37.80685
"Anthyllis cytisoides",-2.16674,37.42155
"Anthyllis cytisoides",-2.67908,36.98191
"Anthyllis cytisoides",-1.99413,37.07296
"Anthyllis cytisoides",-2.60747,37.34638
"Anthyllis cytisoides",-2.1326,37.26925
"Anthyllis cytisoides",-2.65987,37.06936
"Anthyllis cytisoides",-2.86269,37.15168
"Anthyllis cytisoides",-1.05,39.144
"Anthyllis cytisoides",2.80757,42.74401
"Anthyllis cytisoides",-3.11,37.49
"Anthyllis cytisoides",-1.62,38.39
"Anthyllis cytisoides",0.38,40.98
"Anthyllis cytisoides",-2.3787,37.3955
"Anthyllis cytisoides",-2.3679,37.3324
"Anthyllis cytisoides",-0.8478,40.2698
"Anthyllis cytisoides",-0.6707,39.5997
"Anthyllis cytisoides",-0.9776,39.8577
"Anthyllis cytisoides",-0.8394,39.7922
"Anthyllis cytisoides",1.5547,39.0915
"Anthyllis cytisoides",-0.923,38.5504
"Anthyllis cytisoides",-0.3124,38.619
"Anthyllis cytisoides",-0.1299,38.5877
"Anthyllis cytisoides",-1.7315,38.2465
"Anthyllis cytisoides",-1.2856,38.2589
"Anthyllis cytisoides",-1.0333,38.291
"Anthyllis cytisoides",-1.7231,38.0752
"Anthyllis cytisoides",-1.5335,37.8657
"Anthyllis cytisoides",-0.9742,37.9475
"Anthyllis cytisoides",-1.9568,37.672
"Anthyllis cytisoides",-1.2662,37.6278
"Anthyllis cytisoides",-1.1145,38.2472
"Anthyllis cytisoides",-3.5042,36.7741
"Anthyllis cytisoides",-1.8071,38.5177
"Anthyllis cytisoides",-1.547,38.3345
"Anthyllis cytisoides",-2.6975,42.127
"Anthyllis cytisoides",-1.305,37.643
"Anthyllis cytisoides",-5.02442,36.54799
"Anthyllis cytisoides",-3.74456,37.71147
"Anthyllis cytisoides",-2.72197,37.38798
"Anthyllis cytisoides",-2.08095,37.58008
"Anthyllis cytisoides",-3.2125,37.31195
"Anthyllis cytisoides",-2.668,37.77081
"Anthyllis cytisoides",-2.01729,37.18578
"Anthyllis cytisoides",-1.9747,37.28871
"Anthyllis cytisoides",-2.53963,37.07931
"Anthyllis cytisoides",-2.61947,36.89179
"Anthyllis cytisoides",-0.84,37.95
"Anthyllis cytisoides",2.7,39.77
"Anthyllis cytisoides",-5.49728,39.40705
"Anthyllis cytisoides",-3.1,37.51
"Anthyllis cytisoides",-0.947,38.5148
"Anthyllis cytisoides",-0.8558,38.4951
"Anthyllis cytisoides",-1.7538,38.2828
"Anthyllis cytisoides",-1.9227,37.6807
"Anthyllis cytisoides",-2.3106,37.4222
"Anthyllis cytisoides",-2.3333,37.4133
"Anthyllis cytisoides",-2.3673,37.4045
"Anthyllis cytisoides",-2.3339,37.3502
"Anthyllis cytisoides",0.9298,41.0459
"Anthyllis cytisoides",-0.948,39.2806
"Anthyllis cytisoides",-0.6773,39.753
"Anthyllis cytisoides",-2.8285,42.9017
"Anthyllis cytisoides",-0.2609,39.9511
"Anthyllis cytisoides",-2.536,37.5315
"Anthyllis cytisoides",-2.9662,37.1538
"Anthyllis cytisoides",-3.1126,37.1357
"Anthyllis cytisoides",-1.8893,38.3923
"Anthyllis cytisoides",-1.7289,38.3997
"Anthyllis cytisoides",1.49,39.01
"Anthyllis cytisoides",-2.2923,36.95802
"Anthyllis cytisoides",-3.42262,36.7599
"Anthyllis cytisoides",-2.73544,37.39721
"Anthyllis cytisoides",-3.53926,36.96372
"Anthyllis cytisoides",-2.99551,36.80949
"Anthyllis cytisoides",-3.94636,37.20584
"Anthyllis cytisoides",-2.82032,37.65774
"Anthyllis cytisoides",-1.90682,37.1401
"Anthyllis cytisoides",-5.49686,37.73601
"Anthyllis cytisoides",-2.11043,37.17626
"Anthyllis cytisoides",-2.00441,37.08422
"Anthyllis cytisoides",-2.76094,37.43277
"Anthyllis cytisoides",2.80349,42.77631
"Anthyllis cytisoides",2.69,39.77
"Anthyllis cytisoides",-2.0814,37.682
"Anthyllis cytisoides",-2.8874,37.1267
"Anthyllis cytisoides",0.7311,40.9431
"Anthyllis cytisoides",2.627,41.7755
"Anthyllis cytisoides",-2.1463,40.8182
"Anthyllis cytisoides",-2.518,38.5588
"Anthyllis cytisoides",-1.5339,38.4154
"Anthyllis cytisoides",-1.6038,38.3532
"Anthyllis cytisoides",-6.5438,37.2004
"Anthyllis cytisoides",-3.1475,37.7396
"Anthyllis cytisoides",-5.3335,36.4999
"Anthyllis cytisoides",-0.8302,38.5847
"Anthyllis cytisoides",-0.3272,38.5293
"Anthyllis cytisoides",-0.3046,38.5197
"Anthyllis cytisoides",-0.9607,38.4339
"Anthyllis cytisoides",-1.0197,38.3718
"Anthyllis cytisoides",-0.5715,38.4265
"Anthyllis cytisoides",-1.7297,38.3547
"Anthyllis cytisoides",-1.2831,38.367
"Anthyllis cytisoides",-1.6961,38.3092
"Anthyllis cytisoides",-1.6178,38.2182
"Anthyllis cytisoides",-1.2852,38.2769
"Anthyllis cytisoides",-1.7946,37.8867
"Anthyllis cytisoides",-1.2033,37.8882
"Anthyllis cytisoides",-1.2035,37.8792
"Anthyllis cytisoides",-1.1462,37.8963
"Anthyllis cytisoides",-0.5266,39.7229
"Anthyllis cytisoides",-0.7373,39.7001
"Anthyllis cytisoides",-1.1554,39.3292
"Anthyllis cytisoides",-1.1327,39.3108
"Anthyllis cytisoides",-0.3137,39.7992
"Anthyllis cytisoides",-0.6704,39.6087
"Anthyllis cytisoides",-0.2825,39.9967
"Anthyllis cytisoides",-0.2748,39.8974
"Anthyllis cytisoides",-1.4761,40.0455
"Anthyllis cytisoides",-4.56,36.76
"Anthyllis cytisoides",-5.05,38.19
"Anthyllis cytisoides",-3.22,37.4
"Anthyllis cytisoides",-0.94,38.29
"Anthyllis cytisoides",-0.31,39.71
"Anthyllis cytisoides",-1.117,37.928
"Anthyllis cytisoides",2.787,42.78027
"Anthyllis cytisoides",-1.506,38.366
"Anthyllis cytisoides",-3.50946,36.91505
"Anthyllis cytisoides",-4.21853,37.59758
"Anthyllis cytisoides",-5.34023,37.15558
"Anthyllis cytisoides",-1.80284,37.3963
"Anthyllis cytisoides",-2.06037,37.24067
"Anthyllis cytisoides",-2.03114,37.43236
"Anthyllis cytisoides",-3.20839,36.91078
"Anthyllis cytisoides",-3.07841,36.93737
"Anthyllis cytisoides",-3.90103,37.03797
"Anthyllis cytisoides",-1.68982,37.38382
"Anthyllis cytisoides",-1.96103,37.48
"Anthyllis cytisoides",-2.50422,37.32646
"Anthyllis cytisoides",-2.18089,36.95398
"Anthyllis cytisoides",-2.00695,37.108
"Anthyllis cytisoides",-2.02338,37.85253
"Anthyllis cytisoides",-2.99119,37.52838
"Anthyllis cytisoides",-3.05,35.11
"Anthyllis cytisoides",-0.62,38.49
"Anthyllis cytisoides",-0.34,39.09
"Anthyllis cytisoides",-0.66,39.9
"Anthyllis cytisoides",-1.62,38.38
"Anthyllis cytisoides",-1.5,39.52
"Anthyllis cytisoides",-1.04,38.65
"Anthyllis cytisoides",-0.12,38.54
"Anthyllis cytisoides",-3.33,37.31
"Anthyllis cytisoides",-5.11,37.25
"Anthyllis cytisoides",-3.77,36.75
"Anthyllis cytisoides",-2.97,38.25
"Anthyllis cytisoides",-2.38,37.04
"Anthyllis cytisoides",-3.23,37.84
"Anthyllis cytisoides",-0.47,38.36
"Anthyllis cytisoides",-3.52,36.79
"Anthyllis cytisoides",-3.51,37.15
"Anthyllis cytisoides",-5.46,36.84
"Anthyllis cytisoides",-4.01,37.65
"Anthyllis cytisoides",-3.1,37.4
"Anthyllis cytisoides",-1.25,39.2
"Anthyllis cytisoides",-1.79,38.45
"Anthyllis cytisoides",-1.01,39.54
"Anthyllis cytisoides",-0.68,39.36
"Anthyllis cytisoides",-3.45,37
"Anthyllis cytisoides",-3.1,37.68
"Anthyllis cytisoides",-1.73,38.34
"Anthyllis cytisoides",-3.55,36.86
"Anthyllis cytisoides",-3.23,37.77
"Anthyllis cytisoides",-3.65,37.7
"Anthyllis cytisoides",-2.99,37.75
"Anthyllis cytisoides",-0.31,39.33
"Anthyllis cytisoides",-1.21,37.99
"Anthyllis cytisoides",-1.69,37.34
"Anthyllis cytisoides",-0.41,39.68
"Anthyllis cytisoides",-1.14,39.18
"Anthyllis cytisoides",2.82,39.56
"Anthyllis cytisoides",-3.08,37.5
"Anthyllis cytisoides",1.4,41.15
